id,slug,name,brand,sku,category,subCategory,priceMin,priceMax,priceRange,priceUnit,material,finish,color,dimensions,installationType,warranty,origin,availability,status,stockNote,image,images,imageAlt,imageVerified,imageSourceUrl,style,compatibleStyles,suitableFor,suitableRoomSize,budgetSegment,description,features,technicalSpecs,careInstructions,includedItems,showroomName,showroomLocation,showroomContact,sellerType,soldBy,fulfilledBy,commerceType,supplierType,sourceUrl,priceSource,sourceNote
llv-fau-toto-tlg02301b-pfg,voi-lavabo-toto-tlg02301b-pfg-vang-phap-bong,Vòi Chậu Rửa Mặt TOTO TLG02301B#PFG Vàng Pháp Bóng,TOTO,TLG02301B#PFG,Vòi lavabo,Vòi lavabo nóng lạnh,5168000,6460000,5.168.000đ – 6.460.000đ,sản phẩm,Đồng thau,Vàng Pháp bóng,Vàng,,Gắn chậu/gắn bàn,2 năm,Việt Nam/Trung Quốc theo cấu hình,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/11/26/large/toto-tlg02301b-pfg_1764131524.jpg,https://luxbath.vn/images/products/2025/11/26/large/toto-tlg02301b-pfg_1764131524.jpg,Vòi Chậu Rửa Mặt TOTO TLG02301B#PFG Vàng Pháp Bóng,TRUE,https://luxbath.vn/images/products/2025/11/26/large/toto-tlg02301b-pfg_1764131524.jpg,Luxury,Luxury|Hotel|Modern,Phòng tắm master|Concept sang trọng|Lavabo đặt bàn,Theo concept/phòng,30–60 triệu,"Vòi TOTO TLG02301B#PFG có finish vàng Pháp bóng, phù hợp tạo điểm nhấn trên khu lavabo cao cấp.",Finish vàng bóng|Thân van đồng thau|Van đĩa sứ|Dễ phối với phụ kiện ánh kim,Áp lực nước: 0.05–0.75 MPa|Chất liệu: Đồng thau|Vị trí: Trên chậu|Chức năng: Nóng lạnh,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/toto-tlg02301b-pfg-p42308.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-toi-inax-ac602vn,bon-cau-inax-ac-602vn-2-khoi,Bồn Cầu 2 Khối Nắp Êm Xả Nhấn INAX AC-602VN,INAX,AC-602VN,Bồn cầu,Bồn cầu 2 khối,3500000,4630000,3.500.000đ – 4.630.000đ,sản phẩm,Sứ vệ sinh,"Trắng bóng, Aqua Ceramic",Trắng,720 x 372 x 740 mm,"Đặt sàn, tâm thoát 300 mm",10 năm theo cấu hình,Việt Nam,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/10/28/large/bon-cau-2-khoi-nap-em-xa-nhan-inax-ac-602vn_1761626868.jpg,https://luxbath.vn/images/products/2025/10/28/large/bon-cau-2-khoi-nap-em-xa-nhan-inax-ac-602vn_1761626868.jpg,Bồn Cầu 2 Khối Nắp Êm Xả Nhấn INAX AC-602VN,TRUE,https://luxbath.vn/images/products/2025/10/28/large/bon-cau-2-khoi-nap-em-xa-nhan-inax-ac-602vn_1761626868.jpg,Budget,Budget|Rental|Family-friendly,Nhà cho thuê|Phòng tắm gia đình|Combo dưới 30 triệu,Theo concept/phòng,Dưới 30 triệu,"Bồn cầu INAX AC-602VN là mẫu 2 khối xả nhấn, chi phí hợp lý, phù hợp combo phòng tắm tiết kiệm.",Xả nhấn 2 chế độ|Thiết kế 2 khối dễ lắp|Men Aqua Ceramic|Nắp êm,Kích thước: 720 x 372 x 740 mm|Tâm thoát: 300 mm (+-5)|Lượng nước xả: 4.5L/3.0L|Công nghệ: Nhật Bản,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/bon-cau-2-khoi-xa-nhan-inax-ac-602vn-p8214.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-toi-inax-ac602vn2,bon-cau-inax-ac-602vn-2-nap-em-thoi-trang,Bồn Cầu 2 Khối Nắp Êm Thời Trang INAX AC-602VN-2,INAX,AC-602VN-2,Bồn cầu,Bồn cầu 2 khối,3400000,3400000,3.400.000đ,sản phẩm,Sứ vệ sinh,"Trắng bóng, Aqua Ceramic",Trắng,720 x 372 x 740 mm,Đặt sàn,10 năm theo cấu hình,Việt Nam,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/10/27/large/bon-cau-2-khoi-nap-em-inax-ac-602vn_1761556610.jpg,https://luxbath.vn/images/products/2025/10/27/large/bon-cau-2-khoi-nap-em-inax-ac-602vn_1761556610.jpg,Bồn Cầu 2 Khối Nắp Êm Thời Trang INAX AC-602VN-2,TRUE,https://luxbath.vn/images/products/2025/10/27/large/bon-cau-2-khoi-nap-em-inax-ac-602vn_1761556610.jpg,Budget,Budget|Rental|Modern,Nhà phố|Căn hộ|Combo tiết kiệm,Theo concept/phòng,Dưới 30 triệu,"Phiên bản INAX AC-602VN-2 có nắp êm mỏng, phù hợp phòng tắm hiện đại cần tối ưu ngân sách.",Nắp êm mỏng|Men Aqua Ceramic|Xả Powerful Vortex|Kiểu dáng hiện đại,Công nghệ xả: Powerful Vortex|Thiết kế vành Rim Hygiene|Nắp ngồi: nắp êm mỏng|Màu sắc: Trắng,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/inax-ac-602vn-2-p14634.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-toi-toto-cs948dt8,bon-cau-toto-cs948dt8-2-khoi-nap-em,Bồn Cầu 2 Khối Nắp Êm TOTO CS948DT8,TOTO,CS948DT8,Bồn cầu,Bồn cầu 2 khối,6500000,8125000,6.500.000đ – 8.125.000đ,sản phẩm,Sứ vệ sinh,Trắng bóng,Trắng,700 x 380 x 806 mm,"Đặt sàn, tâm thoát 305 mm","2 năm sứ, 1 năm phụ kiện",Việt Nam,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/11/17/large/bon-cau-2-khoi-nap-em-toto-cs948dt8_1763368515.jpg,https://luxbath.vn/images/products/2025/11/17/large/bon-cau-2-khoi-nap-em-toto-cs948dt8_1763368515.jpg,Bồn Cầu 2 Khối Nắp Êm TOTO CS948DT8,TRUE,https://luxbath.vn/images/products/2025/11/17/large/bon-cau-2-khoi-nap-em-toto-cs948dt8_1763368515.jpg,Modern,Modern|Family-friendly|Hotel,Phòng tắm gia đình|Concept cân bằng|Phòng tắm hiện đại,Theo concept/phòng,30–60 triệu,"Bồn cầu TOTO CS948DT8 có nắp êm, hệ xả Tornado tiết kiệm nước và dáng thân dài hiện đại.",Nắp đóng êm|Hệ thống xả Tornado|Xả 4.8L/3L|Thân dài dễ vệ sinh,Kích thước: 700 x 380 x 806 mm|Tâm xả: 305 mm|Áp lực nước: 0.05–0.75 MPa|Kiểu xả: Nhấn đôi,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/bon-cau-2-khoi-nap-em-toto-cs948dt8-p12978.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-toi-toto-cs838dt8,bon-cau-toto-cs838dt8-2-khoi-nap-em,Bồn Cầu 2 Khối Nắp Êm TOTO CS838DT8,TOTO,CS838DT8,Bồn cầu,Bồn cầu 2 khối,5600000,7000000,5.600.000đ – 7.000.000đ,sản phẩm,Sứ vệ sinh,Trắng bóng,Trắng,700 x 388 x 734 mm,"Đặt sàn, tâm thoát 305 mm","2 năm sứ, 1 năm phụ kiện",Việt Nam,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/11/17/large/bon-cau-2-khoi-nap-em-toto-cs838dt8_1763368156.jpg,https://luxbath.vn/images/products/2025/11/17/large/bon-cau-2-khoi-nap-em-toto-cs838dt8_1763368156.jpg,Bồn Cầu 2 Khối Nắp Êm TOTO CS838DT8,TRUE,https://luxbath.vn/images/products/2025/11/17/large/bon-cau-2-khoi-nap-em-toto-cs838dt8_1763368156.jpg,Modern,Modern|Family-friendly|Minimal,Căn hộ|Nhà phố|Phòng tắm gia đình,Theo concept/phòng,30–60 triệu,"Bồn cầu TOTO CS838DT8 có dáng gọn, nắp êm và xả tiết kiệm nước, phù hợp phòng tắm hiện đại gia đình.",Nắp đóng êm|Tiết kiệm nước 4.5L/3L|Dáng gọn dễ vệ sinh|Có thể lắp nắp rửa tùy chọn,Kích thước: 700 x 388 x 734 mm|Tâm xả: 305 mm|Áp lực nước: 0.05–0.75 MPa|Xuất xứ: Việt Nam,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/bon-cau-2-khoi-nap-em-toto-cs838dt8-p12981.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-toi-toto-cs818dt2,ban-cau-toto-cs818dt2-2-khoi-nap-em,Bàn Cầu 2 Khối Xả Nhấn Nắp Êm TOTO CS818DT2,TOTO,CS818DT2,Bồn cầu,Bồn cầu 2 khối,5200000,6500000,5.200.000đ – 6.500.000đ,sản phẩm,Sứ vệ sinh,"Trắng bóng, CeFiONtect",Trắng,Theo model,Đặt sàn,2 năm,Nhập khẩu,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/11/18/large/ban-cau-2-khoi-xa-nhan-nap-em-toto-cs818dt2_1763437364.jpg,https://luxbath.vn/images/products/2025/11/18/large/ban-cau-2-khoi-xa-nhan-nap-em-toto-cs818dt2_1763437364.jpg,Bàn Cầu 2 Khối Xả Nhấn Nắp Êm TOTO CS818DT2,TRUE,https://luxbath.vn/images/products/2025/11/18/large/ban-cau-2-khoi-xa-nhan-nap-em-toto-cs818dt2_1763437364.jpg,Modern,Modern|Hotel|Family-friendly,Phòng tắm căn hộ|Concept hiện đại|Combo cân bằng,Theo concept/phòng,30–60 triệu,"Bàn cầu TOTO CS818DT2 có thiết kế thân dài, nắp đóng êm và công nghệ men CeFiONtect giúp hạn chế bám bẩn.",Men CeFiONtect|Xả xoáy Tornado|Nắp đóng êm|Thân dài kín sang trọng,Mã sản phẩm: CS818DT2|Nắp: TC393VS|Loại xả: 2 nút nhấn|Bàn cầu: 2 khối,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/ban-cau-2-khoi-toto-cs818dt2-p708.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-sho-inax-bfv615s8c,sen-cay-inax-bfv-615s-8c,Vòi Sen Tắm Đứng Tăng Áp INAX BFV-615S-8C,INAX,BFV-615S-8C,Sen tắm,Sen cây,7100000,12210000,7.100.000đ – 12.210.000đ,sản phẩm,Đồng thau,Crom/Niken,Chrome,319 x 400 x 1236 mm,Lắp tường/đứng,2 năm theo cấu hình,Việt Nam,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/10/26/large/sen-cay-inax-bfv-615s-8c_1761497272.jpg,https://luxbath.vn/images/products/2025/10/26/large/sen-cay-inax-bfv-615s-8c_1761497272.jpg,Vòi Sen Tắm Đứng Tăng Áp INAX BFV-615S-8C,TRUE,https://luxbath.vn/images/products/2025/10/26/large/sen-cay-inax-bfv-615s-8c_1761497272.jpg,Hotel,Hotel|Modern|Family-friendly,Phòng tắm master|Tắm đứng|Concept khách sạn,Theo concept/phòng,30–60 triệu,"Sen cây INAX BFV-615S-8C có bát sen lớn và tay sen tăng áp, phù hợp nâng cấp trải nghiệm tắm trong phòng tắm hiện đại.",Bát sen lớn|Tay sen tăng áp Aqua Power|Thân đồng thau|Thiết kế ngắt chuyển trực quan,Kích thước lắp đặt: 319 x 400 x 1236 mm|Bát sen lớn: 307 x 189 mm|Áp lực nước: 0.05–0.75 MPa|Chất liệu: Đồng thau,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/voi-tam-dung-inax-bfv-615s-8c-p8466.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-sho-inax-bfv615s3c,sen-cay-inax-bfv-615s-3c,Sen Cây Bát Vuông 5 Chế Độ INAX BFV-615S-3C,INAX,BFV-615S-3C,Sen tắm,Sen cây massage,7500000,12500000,7.500.000đ – 12.500.000đ,sản phẩm,Đồng thau,Crom/Niken,Chrome,319 x 400 x 1236 mm,Lắp tường/đứng,2 năm theo cấu hình,Việt Nam,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/10/25/large/sen-tam-cay-bfv-615s-3c_1761387222.jpg,https://luxbath.vn/images/products/2025/10/25/large/sen-tam-cay-bfv-615s-3c_1761387222.jpg,Sen Cây Bát Vuông 5 Chế Độ INAX BFV-615S-3C,TRUE,https://luxbath.vn/images/products/2025/10/25/large/sen-tam-cay-bfv-615s-3c_1761387222.jpg,Hotel,Hotel|Luxury|Modern,Phòng tắm master|Concept luxury|Tắm thư giãn,Theo concept/phòng,Trên 60 triệu,"Sen cây INAX BFV-615S-3C có tay sen 5 chế độ massage, phù hợp concept phòng tắm cao cấp cần trải nghiệm thư giãn.",Tay sen 5 chế độ massage|Bát sen vuông|Thân đồng thau|Gác sen di chuyển dễ dàng,Kích thước lắp đặt: 319 x 400 x 1236 mm|Bát sen lớn: 307 x 189 mm|Áp lực nước: 0.05–0.75 MPa|Lớp mạ: Crom/Niken,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/inax-bfv-615s-3c-p16280.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-sho-inax-bfv655t8c,sen-cay-nhiet-do-inax-bfv-655t-8c,Sen Cây Nhiệt Độ Tăng Áp INAX BFV-655T-8C,INAX,BFV-655T-8C,Sen tắm,Sen cây nhiệt độ,9800000,14500000,9.800.000đ – 14.500.000đ,sản phẩm,Đồng thau,Crom/Niken,Chrome/Trắng,575 x 1176 x 450 mm,Lắp tường/đứng,2 năm theo cấu hình,Việt Nam,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/10/25/large/sen-tam-cay-bfv-655t-8c_1761387323.jpg,https://luxbath.vn/images/products/2025/10/25/large/sen-tam-cay-bfv-655t-8c_1761387323.jpg,Sen Cây Nhiệt Độ Tăng Áp INAX BFV-655T-8C,TRUE,https://luxbath.vn/images/products/2025/10/25/large/sen-tam-cay-bfv-655t-8c_1761387323.jpg,Luxury,Luxury|Hotel|Modern,Phòng tắm master|Concept spa|Tắm cao cấp,Theo concept/phòng,Trên 60 triệu,"Sen cây nhiệt độ INAX BFV-655T-8C có thiết kế hiện đại, bát sen tăng áp và khu điều khiển tiện dụng, phù hợp phòng tắm master.",Bát sen tăng áp|Bề mặt thân vòi có thể đặt đồ|Thiết kế nút nhấn tinh tế|Xả thác thư giãn,Kích thước lắp đặt: 575 x 1176 x 450 mm|Trọng lượng: 5 kg|Chất liệu: Đồng thau|Bát sen: Tăng áp,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/inax-bfv-655t-8c-p16134.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-sho-inax-bfv915s,sen-tam-dung-inax-bfv-915s,Sen Tắm Đứng Nóng Lạnh INAX BFV-915S,INAX,BFV-915S,Sen tắm,Sen cây nóng lạnh,10490000,14840000,10.490.000đ – 14.840.000đ,sản phẩm,Đồng thau,Crom/Niken,Chrome,Theo model,Lắp tường/đứng,Theo chính sách INAX/Luxbath,Việt Nam,Còn hàng/tùy thời điểm,Còn hàng,Cần xác nhận tồn kho showroom trước khi báo giá cuối.,https://luxbath.vn/images/products/2025/10/27/large/sen-tam-dung-inax-bfv-915s_1761533716.jpg,https://luxbath.vn/images/products/2025/10/27/large/sen-tam-dung-inax-bfv-915s_1761533716.jpg,Sen Tắm Đứng Nóng Lạnh INAX BFV-915S,TRUE,https://luxbath.vn/images/products/2025/10/27/large/sen-tam-dung-inax-bfv-915s_1761533716.jpg,Luxury,Luxury|Hotel|Modern,Phòng tắm master|Tắm đứng|Concept khách sạn,Theo concept/phòng,Trên 60 triệu,"Sen tắm đứng nóng lạnh INAX BFV-915S kết hợp bộ sen tắm và phụ kiện sen cây, phù hợp phòng tắm cao cấp.",Sen cây nóng lạnh|Bát sen phun nước đều|Van ceramic bền|Lớp mạ Cr-Ni chất lượng cao,Áp lực nước: 0.05–0.75 MPa|Chất liệu: Đồng|Lớp mạ: Cr/Ni|Công nghệ sản xuất: Nhật Bản,"Vệ sinh định kỳ bằng khăn mềm, tránh hóa chất tẩy mạnh.",Theo cấu hình sản phẩm; phụ kiện đi kèm cần xác nhận khi báo giá.,Luxbath,"116 Thanh Đàm, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/sen-tam-dung-nong-lanh-inax-bfv-915s-p1564.html,Giá tham khảo từ Luxbath,"Thông tin, giá và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-mir-gls-q21c85,guong-led-gls-q21c85-tron-vien-nhom-den-60cm,Gương LED GLS Q21C85 Tròn Viền Nhôm Đen 60cm,GLS,Q21C85,Gương,Gương LED tròn,3010000,3550000,3.010.000đ – 3.550.000đ,sản phẩm,Gương Guardian + khung nhôm,LED ánh sáng trong 3 màu,Đen,Ø600 x 40 mm,"Treo tường, cần điểm điện chờ",10 năm,Phôi gương Thái Lan; sản xuất tại Việt Nam,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q21c85_1701072250.jpg,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q21c85_1701072250.jpg,Gương LED GLS Q21C85 Tròn Viền Nhôm Đen 60cm,TRUE,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q21c85_1701072250.jpg,Modern,Modern | Hotel | Luxury | Minimal,Phòng tắm căn hộ; khu lavabo; khách sạn mini,4–8 m²,30–60 triệu,"Gương LED tròn viền nhôm đen tạo điểm nhấn hiện đại cho khu lavabo, phù hợp concept tối giản hoặc hotel-style.","LED 3 màu trắng lạnh/trắng ấm/trắng tự nhiên | Cảm ứng không chạm, đổi màu và tăng giảm độ sáng | Khung nhôm mạ Anode, chống ẩm tốt | Dễ phối với vòi chrome/đen mờ","Kiểu dáng: tròn | Kích thước: Ø600 x 40mm | Nguồn: 60W, input 100V–240V, output 12V | Thời gian chiếu sáng: khoảng 36.000 giờ",Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/gls-q21c85-p27409.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-mir-gls-q22c85,guong-led-gls-q22c85-tron-vien-nhom-vang-60cm,Gương LED GLS Q22C85 Tròn Viền Nhôm Vàng 60cm,GLS,Q22C85,Gương,Gương LED tròn,3010000,3550000,3.010.000đ – 3.550.000đ,sản phẩm,Gương Guardian + khung nhôm,LED ánh sáng trong 3 màu,Vàng gold,Ø600 x 40 mm,"Treo tường, cần điểm điện chờ",10 năm,Phôi gương Thái Lan; sản xuất tại Việt Nam,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q22c85_1701077020.jpg,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q22c85_1701077020.jpg,Gương LED GLS Q22C85 Tròn Viền Nhôm Vàng 60cm,TRUE,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q22c85_1701077020.jpg,Luxury,Luxury | Hotel | Warm Neutral | Japandi,Phòng tắm master; khu lavabo cao cấp; homestay boutique,5–10 m²,30–60 triệu,"Gương LED tròn viền vàng giúp khu lavabo sang hơn, phù hợp combo phòng tắm warm-neutral hoặc khách sạn.","LED 3 màu linh hoạt | Cảm ứng không chạm | Viền vàng tạo điểm nhấn luxury | Bas treo ẩn, tối giản khe hở",Kiểu dáng: tròn | Kích thước: Ø600 x 40mm | LED: warm/cool/natural white | Nguồn: 60W,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/gls-q22c85-p27410.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
llv-mir-gls-q23c85,guong-led-gls-q23c85-tron-vien-nhom-hong-60cm,Gương LED GLS Q23C85 Tròn Viền Nhôm Hồng 60cm,GLS,Q23C85,Gương,Gương LED tròn,3010000,3550000,3.010.000đ – 3.550.000đ,sản phẩm,Gương Guardian + khung nhôm,LED ánh sáng trong 3 màu,Hồng ánh kim,Ø600 x 40 mm,"Treo tường, cần điểm điện chờ",10 năm,Phôi gương Thái Lan; sản xuất tại Việt Nam,Có sẵn tại showroom,Còn hàng,Tồn kho và giá cuối cần được showroom xác nhận theo thời điểm báo giá.,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q23c85_1701077332.jpg,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q23c85_1701077332.jpg,Gương LED GLS Q23C85 Tròn Viền Nhôm Hồng 60cm,TRUE,https://luxbath.vn/images/products/2023/11/27/large/guong-gls-q23c85_1701077332.jpg,Warm Neutral,Warm Neutral | Boutique | Luxury,Phòng tắm nữ tính; studio; homestay boutique,4–8 m²,30–60 triệu,"Gương viền hồng ánh kim tạo cảm giác mềm và nổi bật, phù hợp không gian phòng tắm boutique hoặc vanity corner.","LED 3 màu | Cảm ứng không chạm | Khung nhôm màu hồng ánh kim | Dễ vệ sinh, chống mốc bề mặt",Kiểu dáng: tròn | Kích thước: Ø600 x 40mm | Nguồn: 60W | LED tuổi thọ tham khảo 36.000 giờ,Lau bằng khăn mềm; tránh hóa chất tẩy rửa mạnh; kiểm tra phụ kiện lắp đặt định kỳ.,Sản phẩm chính; phụ kiện/lắp đặt tùy theo chính sách showroom,Luxbath Partner Showroom,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Partner Showroom,Quote-based commerce,Showroom đối tác,https://luxbath.vn/gls-q23c85-p27411.html,Giá tham khảo từ trang sản phẩm/retailer tại thời điểm research,"Thông tin, giá và hình ảnh tham khảo từ Luxbath; giá cuối do showroom xác nhận."
